country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"CZECH"	1997	0.0	0.5	0.15151516	0.0	0.5	0.18181819	1.0	0.5	0.6363636363636364	0.0	0.5	0.16666667	0.0	0.5	0.1904762	1.0	0.5	0.6									
"DENMARK"	1997	0.1056012	0.16358025	0.16517048	0.11144018	0.18253969	0.19511487	0.8848978404711699	0.8055555555555556	0.7514564135155174	0.10560324	0.16987179	0.16524002	0.11141735	0.18852459	0.19516276	0.884928716904277	0.7980769230769231	0.751377994488022	0.1	0.0	0.071428575	0.16666667	0.0	0.11764706	0.8	1.0	0.8571428571428571
"ESTONIA"	1997	0.18591985	0.3929402	0.20902641	0.2042922	0.3941606	0.23923284	0.7612021857923498	0.3953488372093023	0.703020993343574	0.18591985	0.3929402	0.20902641	0.2042922	0.3941606	0.23923284	0.7612021857923498	0.3953488372093023	0.703020993343574									
"FINLAND"	1997	0.13477753	0.0	0.29111648	0.13925116	0.0	0.31724286	0.8619833818927377	1.0	0.48842484488624993	0.13479207		0.29123306	0.1392658		0.31735608	0.8619684869415066		0.48821998264699995	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"FRANCE"	1997	0.20142898	0.35091576	0.20607439	0.20708446	0.3515625	0.21354231	0.7882558909813571	0.5824175824175825	0.7792302769905841	0.2014737	0.34980842	0.20604898	0.20715292	0.3553719	0.21346353	0.7882703777335984	0.5862068965517241	0.7793888939712743	0.083333336	0.375	0.24078526	0.13636364	0.2857143	0.25	0.75	0.5	0.5625
"GERMANY"	1997	0.10048508	0.15322581	0.10047037	0.1078657	0.17006803	0.10796158	0.8780860340470438	0.7849462365591398	0.8778630182513086	0.100493446	0.15229885	0.100470506	0.1078733	0.17142858	0.10796597	0.8780758762428484	0.7816091954022989	0.877856885613763	0.0	0.16666667	0.1	0.0	0.14285715	0.09090909	1.0	0.8333333333333334	0.9
"HUNGARY"	1997	0.42857143	0.3888889	0.3888889	0.42857143	0.33333334	0.33333334	0.5714285714285714	0.4166666666666667	0.47619047619047616	0.42857143	0.3888889	0.3888889	0.42857143	0.33333334	0.33333334	0.5714285714285714	0.4166666666666667	0.47619047619047616									
"IRELAND"	1997	0.28714803	0.055555556	0.28714037	0.2654955	0.0625	0.2653582	0.4334254143646409	0.8888888888888888	0.4333563535911602	0.28740713	0.0	0.28739887	0.26637805	0.0	0.26628703	0.43304528171448325	1.0	0.43304528171448325	0.03730159	0.083333336	0.037857145	0.0234375	0.125	0.028985508	0.8	0.8333333333333334	0.7333333333333333
"ITALY"	1997	0.1748366	0.10038314	0.16473924	0.18852459	0.11480363	0.15138282	0.7941176470588235	0.7126436781609196	0.6904761904761905	0.17326732	0.10038314	0.16406754	0.18487395	0.11480363	0.1505848	0.801980198019802	0.7126436781609196	0.6932270916334662									
"LATVIA"	1997	0.5		0.16666667	0.6666667		0.16666667	0.5		0.8333333333333334	0.5		0.16666667	0.6666667		0.16666667	0.5		0.8333333333333334									
"LUXEMBOURG"	1997	0.071428575		0.11111111	0.05		0.13043478	0.9285714285714286		0.8666666666666667	0.071428575		0.11111111	0.05		0.13043478	0.9285714285714286		0.8666666666666667									
"NORWAY"	1997	0.0		0.125	0.0		0.09090909	1.0		0.875	0.0		0.0	0.0		0.0	1.0		1.0	0.0		0.33333334	0.0		0.33333334	1.0		0.6666666666666666
"POLAND"	1997	0.13333334		0.11764706	0.125		0.11111111	0.8666666666666667		0.8823529411764706	0.13333334		0.11764706	0.125		0.11111111	0.8666666666666667		0.8823529411764706									
"PORTUGAL"	1997	0.26190478	0.0875	0.10185185	0.3	0.11111111	0.140625	0.5714285714285714	0.75	0.6666666666666666	0.26190478	0.0875	0.10185185	0.3	0.11111111	0.140625	0.5714285714285714	0.75	0.6666666666666666									
"ROMANIA"	1997	0.16666667		0.14285715	0.16666667		0.14285715	0.8333333333333334		0.8571428571428571	0.2		0.16666667	0.2		0.16666667	0.8		0.8333333333333334									
"SLOVENIA"	1997	0.16	0.19771062	0.18345724	0.14814815	0.17977528	0.17509727	0.84	0.6	0.717391304347826	0.16	0.20190093	0.18506494	0.14814815	0.18023255	0.17529881	0.84	0.5967741935483871	0.7185185185185186		0.11111111	0.11111111		0.16666667	0.16666667		0.6666666666666666	0.6666666666666666
"SPAIN"	1997	0.17227654	0.115700856	0.17817976	0.17986615	0.12624584	0.18961766	0.7888079724032196	0.8042488619119879	0.7563846823813671	0.17193566	0.115700856	0.17812659	0.17949438	0.12624584	0.18964073	0.7894126738794436	0.8042488619119879	0.7564578760763127	0.21428572		0.21253444	0.23076923		0.17948718	0.7142857142857143		0.7090909090909091
"SWEDEN"	1997	0.12986325	0.13157895	0.2493817	0.13530968	0.12820514	0.27277592	0.86364633611233	0.868421052631579	0.6332849992983769	0.1299345	0.13513513	0.24949256	0.13538136	0.13157895	0.27287474	0.8635715069695972	0.8648648648648649	0.633128202728315	0.0	0.0	0.023809524	0.0	0.0	0.03846154	1.0	1.0	0.9523809523809523
"SWITZERLAND"	1997	0.1857976	0.0	0.1826832	0.1834908	0.0	0.17766498	0.7439222042139384	1.0	0.6788194444444444	0.1857976	0.0	0.18278898	0.1834908	0.0	0.17771246	0.7439222042139384	1.0	0.6786334684423856									
"TURKEY"	1997	0.125		0.15105245	0.12871288		0.16312057	0.8		0.6086956521739131	0.125		0.15105245	0.12871288		0.16312057	0.8		0.6086956521739131									
"UK"	1997	0.081700295	0.23876974	0.08275181	0.07807006	0.2251506	0.07768601	0.8933545480844732	0.741733690795353	0.888957008199862	0.08176391	0.24547553	0.082839295	0.078125	0.23454833	0.07779148	0.8933465822051091	0.7359187442289935	0.8889720702562626	0.046780303	0.037037037	0.037628047	0.056497175	0.045454547	0.048780486	0.8977272727272727	0.9166666666666666	0.8811881188118812
"AUSTRIA"	1998	0.12516446	0.07083333	0.15981664	0.13645995	0.08675799	0.20346844	0.8426652712366998	0.8857142857142857	0.7349280749959592	0.12531747	0.07124682	0.16007216	0.13661434	0.08457711	0.20384227	0.8424729304924904	0.8931297709923665	0.7346938775510204	0.0	0.06481481	0.03846154	0.0	0.11111111	0.071428575	1.0	0.7777777777777778	0.8461538461538461
"BELARUS"	1998	0.8333333		0.8333333	0.75		0.75	0.0		0.0	0.8333333		0.8333333	0.75		0.75	0.0		0.0									
"BELGIUM"	1998	0.2114207	0.0	0.2581951	0.2147078	0.0	0.26799443	0.7682197244379986	1.0	0.6683743596151444	0.21143347	0.0	0.25822738	0.21471956	0.0	0.26803845	0.7682057170484076	1.0	0.6683329167708073	0.0		0.0	0.0		0.0	1.0		1.0
"BULGARIA"	1998	0.21583615	0.1764706	0.213342	0.22483407	0.1764706	0.22225145	0.7386503067484662	0.8235294117647058	0.7409879839786382	0.21583615	0.1764706	0.213342	0.22483407	0.1764706	0.22225145	0.7386503067484662	0.8235294117647058	0.7409879839786382									
"CZECH"	1998	0.0	0.16025642	0.111038335	0.0	0.16487455	0.114527285	1.0	0.811965811965812	0.8078602620087336	0.0	0.16025642	0.11136253	0.0	0.16487455	0.114969134	1.0	0.811965811965812	0.8072992700729927									
"DENMARK"	1998	0.10247357	0.1795045	0.15861335	0.1083693	0.2122905	0.18610221	0.8872694376036588	0.7837837837837838	0.7552169085270131	0.102479346	0.18004695	0.15866527	0.10836814	0.21387284	0.186158	0.8872857071037152	0.7816901408450704	0.755163033066401	0.083333336	0.16666667	0.083333336	0.11111111	0.16666667	0.10714286	0.8333333333333334	0.8333333333333334	0.8333333333333334
"ESTONIA"	1998	0.18385841	0.3629828	0.2004554	0.20090665	0.35451505	0.2247523	0.7639869636067355	0.4358353510895884	0.7203411734298268	0.18385841	0.3629828	0.2004554	0.20090665	0.35451505	0.2247523	0.7639869636067355	0.4358353510895884	0.7203411734298268									
"FINLAND"	1998	0.1459303	0.0	0.30365184	0.1503429	0.0	0.32721952	0.8511567597079096	1.0	0.4667413121008543	0.14596018		0.3037778	0.15037294		0.32732597	0.8511262798634812		0.46652007965482906	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"FRANCE"	1998	0.22085828	0.40782312	0.21907657	0.22488232	0.42512077	0.22447295	0.768537945857428	0.5170068027210885	0.7650057438253877	0.22093166	0.4233813	0.21916115	0.22500956	0.44210526	0.22461277	0.7684943429068756	0.5035971223021583	0.7649679088035253	0.041666668	0.1375	0.09294872	0.08108108	0.23529412	0.15384616	0.875	0.75	0.8214285714285714
"GERMANY"	1998	0.11814381	0.18266667	0.13230586	0.12443517	0.19344263	0.15944937	0.8566090693798789	0.7314285714285714	0.8120287483556325	0.11816039	0.18654619	0.13233016	0.12445129	0.19863014	0.1594858	0.8565889432777164	0.7228915662650602	0.8119874829495306	0.0	0.11111111	0.05263158	0.0	0.07692308	0.037037037	1.0	0.8888888888888888	0.9473684210526315
"GREECE"	1998			0.53939396			0.51265824			0.37272727272727274			0.53939396			0.51265824			0.37272727272727274									
"HUNGARY"	1998	0.3204797	0.31892654	0.31772152	0.3275	0.33480176	0.3179792	0.5719557195571956	0.5084745762711864	0.5518987341772152	0.3204797	0.31892654	0.31772152	0.3275	0.33480176	0.3179792	0.5719557195571956	0.5084745762711864	0.5518987341772152									
"IRELAND"	1998	0.29403326	0.03846154	0.29401365	0.27179435	0.04	0.27164534	0.4157005796522087	0.9230769230769231	0.41567980812471894	0.29428336	0.0	0.29426107	0.27260822	0.0	0.27253684	0.41527458237471243	1.0	0.4153038259564891	0.016203703	0.05	0.019159853	0.012820513	0.05882353	0.01724138	0.8888888888888888	0.9	0.8333333333333334
"ITALY"	1998	0.17021883	0.06815476	0.15944256	0.16656241	0.095903166	0.14827068	0.8124310408238323	0.8842857142857142	0.7953081876724931	0.17028278	0.06815476	0.15948927	0.16661447	0.095903166	0.1484681	0.812476996687523	0.8842857142857142	0.7953359926357778	0.083333336		0.083333336	0.125		0.05	0.75		0.75
"LATVIA"	1998	0.41666666		0.35555556	0.3846154		0.33333334	0.5833333333333334		0.6111111111111112	0.41666666		0.35555556	0.3846154		0.33333334	0.5833333333333334		0.6111111111111112									
"LITHUANIA"	1998	0.17021276		0.14285715	0.17307693		0.12857144	0.8085106382978723		0.8392857142857143	0.17021276		0.14285715	0.17307693		0.12857144	0.8085106382978723		0.8392857142857143									
"LUXEMBOURG"	1998	0.104166664	0.0	0.18333334	0.09090909	0.0	0.20833333	0.875	1.0	0.7333333333333333	0.104166664	0.0	0.18333334	0.09090909	0.0	0.20833333	0.875	1.0	0.7333333333333333									
"NORWAY"	1998	0.0		0.11111111	0.0		0.08695652	1.0		0.8	0.0		0.0	0.0		0.0	1.0		1.0	0.0		0.22222222	0.0		0.13333334	1.0		0.6
"POLAND"	1998	0.024691358		0.102713175	0.035714287		0.1037464	0.9629629629629629		0.8953488372093024	0.024691358		0.102713175	0.035714287		0.1037464	0.9629629629629629		0.8953488372093024									
"PORTUGAL"	1998	0.21747176	0.15555556	0.21688879	0.23360258	0.18181819	0.22611368	0.6110414052697616	0.6666666666666666	0.6104542626011201	0.21747176	0.15555556	0.21688879	0.23360258	0.18181819	0.22611368	0.6110414052697616	0.6666666666666666	0.6104542626011201									
"ROMANIA"	1998	0.14285715		0.33717695	0.14285715		0.33802816	0.8571428571428571		0.5467196819085487	0.16666667		0.3378486	0.16666667		0.33846155	0.8333333333333334		0.545816733067729									
"RUSSIA"	1998	0.26031747	0.11111111	0.25076452	0.2917772	0.11111111	0.28244275	0.6603174603174603	0.8888888888888888	0.6697247706422018	0.2611465	0.11111111	0.25153375	0.2925532	0.11111111	0.28316328	0.6592356687898089	0.8888888888888888	0.6687116564417178									
"SERBIA"	1998	0.0		0.0	0.0		0.0	1.0		1.0	0.0		0.0	0.0		0.0	1.0		1.0									
"SLOVAKIA"	1998	0.1	0.16911764	0.12032711	0.12413793	0.20238096	0.13053097	0.8444444444444444	0.8088235294117647	0.780373831775701	0.1	0.16911764	0.12032711	0.12413793	0.20238096	0.13053097	0.8444444444444444	0.8088235294117647	0.780373831775701									
"SLOVENIA"	1998	0.13333334	0.21321099	0.17831475	0.125	0.1897436	0.1754386	0.8666666666666667	0.5833333333333334	0.7243589743589743	0.13333334	0.2176501	0.17963246	0.125	0.1904762	0.17562725	0.8666666666666667	0.5797101449275363	0.7254901960784313		0.11111111	0.11111111		0.16666667	0.16666667		0.6666666666666666	0.6666666666666666
"SPAIN"	1998	0.19166099	0.11456474	0.1838747	0.19845933	0.12262358	0.19659287	0.7532206119162641	0.8277511961722488	0.743398135267811	0.1911993	0.11456474	0.18386696	0.1981132	0.12262358	0.1966217	0.753740396279822	0.8277511961722488	0.7433937943099163	0.29545453		0.19094099	0.2962963		0.17514125	0.6363636363636364		0.7473684210526316
"SWEDEN"	1998	0.12772669	0.14	0.24819696	0.1330864	0.13725491	0.27009007	0.8659048299258995	0.86	0.6330890500165232	0.12779514	0.125	0.2482722	0.13315521	0.12244898	0.27017707	0.8658329611433676	0.875	0.6329741714641357	0.0	0.5	0.10493827	0.0	0.5	0.102564104	1.0	0.5	0.8518518518518519
"SWITZERLAND"	1998	0.07230769		0.062720664	0.048484847		0.06440678	0.8769230769230769		0.8317757009345794	0.0734375		0.06331237	0.049079753		0.06506849	0.875		0.8301886792452831									
"TURKEY"	1998	0.17251462		0.19779117	0.19318181		0.22115384	0.7543859649122807		0.6024096385542169	0.17251462		0.19779117	0.19318181		0.22115384	0.7543859649122807		0.6024096385542169									
"UK"	1998	0.091172345	0.2445756	0.09351216	0.08712196	0.23348017	0.0874068	0.8837231027932613	0.7391793142214728	0.8784606746425949	0.091246866	0.24986559	0.09361518	0.087210014	0.24097611	0.08754828	0.8836792291020223	0.7344470046082949	0.8784265093945118	0.039784946	0.031007752	0.028564543	0.043715846	0.039473683	0.0397351	0.9139784946236559	0.9302325581395349	0.9
"UKRAINE"	1998			0.06666667			0.06666667			0.9333333333333333			0.06666667			0.06666667			0.9333333333333333									
"AUSTRIA"	1999	0.12228206	0.07047619	0.17016688	0.1323934	0.090277776	0.21033636	0.8443971789992164	0.8685714285714285	0.6947337681300496	0.12229332	0.07164634	0.1704761	0.13242127	0.09022556	0.21224448	0.8443523083818916	0.8719512195121951	0.6950659501709819	0.11111111	0.053030305	0.08688256	0.1	0.09090909	0.077738516	0.8888888888888888	0.8181818181818182	0.6052631578947368
"BELARUS"	1999	0.8666667		0.8666667	0.7777778		0.7777778	0.0		0.0	0.8666667		0.8666667	0.7777778		0.7777778	0.0		0.0									
"BELGIUM"	1999	0.21186888	0.0	0.2580439	0.21532378	0.0	0.26811787	0.7645437498587986	1.0	0.6614455315115588	0.21188323	0.0	0.2580729	0.21533674	0.0	0.26816878	0.764527790329869	1.0	0.6614074550128535	0.0		0.0	0.0		0.0	1.0		1.0
"BULGARIA"	1999	0.2269555	0.0	0.22632307	0.23528409	0.0	0.23469223	0.7257611746922911	1.0	0.7250643335048893	0.2269555	0.0	0.22632307	0.23528409	0.0	0.23469223	0.7257611746922911	1.0	0.7250643335048893									
"CROATIA"	1999	0.24288619	0.27380952	0.24425612	0.24550898	0.21875	0.24120604	0.75	0.5714285714285714	0.7401129943502824	0.24288619	0.27380952	0.24425612	0.24550898	0.21875	0.24120604	0.75	0.5714285714285714	0.7401129943502824									
"CYPRUS"	1999	0.25		0.16666667	0.16666667		0.11111111	0.5		0.6666666666666666	0.25		0.16666667	0.16666667		0.11111111	0.5		0.6666666666666666									
"CZECH"	1999	0.04761905	0.21612266	0.101422384	0.045454547	0.24029127	0.1140873	0.9523809523809523	0.7477744807121661	0.8228200371057514	0.05	0.21612266	0.10151656	0.04761905	0.24029127	0.11414392	0.95	0.7477744807121661	0.8226555246053854									
"DENMARK"	1999	0.10322982	0.17469136	0.15543935	0.108943485	0.19736843	0.18225557	0.8859093125304729	0.7638888888888888	0.758648029600047	0.10324205	0.17575757	0.15549053	0.10895792	0.19865319	0.18231101	0.885912586756706	0.7607655502392344	0.7586024507067086	0.0625	0.14285715	0.07971015	0.07692308	0.14285715	0.10526316	0.875	0.8571428571428571	0.8260869565217391
"ESTONIA"	1999	0.2342258	0.32444674	0.24106747	0.24698322	0.31624365	0.25489172	0.7037200671556066	0.46714456391875747	0.6797580507752599	0.2342258	0.32444674	0.24106747	0.24698322	0.31624365	0.25489172	0.7037200671556066	0.46714456391875747	0.6797580507752599									
"FINLAND"	1999	0.15162486	0.0	0.30518702	0.15624686	0.0	0.32698068	0.8447892423066977	1.0	0.46154571751980883	0.15165624		0.3053022	0.15628614		0.32708132	0.8447571258600176		0.461342476094615	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"FRANCE"	1999	0.23337805	0.38990033	0.22332752	0.23599614	0.407767	0.22615789	0.7538321286709644	0.5209302325581395	0.7584226106568932	0.23340367	0.4004831	0.22337233	0.23603265	0.42214534	0.22620516	0.7538297207169654	0.5120772946859904	0.7584144220373243	0.11764706	0.11607143	0.11743233	0.14705883	0.2	0.17894737	0.7647058823529411	0.75	0.7777777777777778
"GERMANY"	1999	0.12639327	0.20089947	0.15192948	0.12881769	0.19449541	0.18041044	0.8451723631764958	0.7333333333333333	0.7592353700011727	0.12643039	0.20328873	0.15201572	0.12886089	0.197318	0.18073285	0.8451268960999356	0.7290969899665551	0.759194213943241	0.0	0.15625	0.058301065	0.0	0.13043478	0.055214725	1.0	0.8125	0.803921568627451
"GREECE"	1999			0.46791044			0.4293059			0.44402985074626866			0.46791044			0.4293059			0.44402985074626866									
"HUNGARY"	1999	0.21365787	0.2519134	0.2229311	0.22883065	0.2347826	0.22596154	0.7200811359026369	0.6012084592145015	0.6720554272517321	0.21365787	0.2519134	0.2229311	0.22883065	0.2347826	0.22596154	0.7200811359026369	0.6012084592145015	0.6720554272517321									
"IRELAND"	1999	0.29213995	0.040000003	0.29213303	0.27363458	0.1	0.2735675	0.413883281336025	0.9333333333333333	0.41387378707590666	0.29226404	0.0	0.292254	0.27405915	0.0	0.27401593	0.41371554474306305	1.0	0.4137290002754062	0.034674983	0.060000002	0.041115765	0.030150754	0.15	0.04090909	0.7619047619047619	0.9	0.7142857142857143
"ITALY"	1999	0.17763066	0.06113808	0.17016663	0.17113373	0.078642026	0.152766	0.7968266253869969	0.9039905175819835	0.7398551944771847	0.17763278	0.06113808	0.17016721	0.1711111	0.078642026	0.15275167	0.7968840719953552	0.9039905175819835	0.7398955877399798									
"LATVIA"	1999	0.5394737		0.3354278	0.519084		0.33096927	0.43859649122807015		0.5311203319502075	0.5394737		0.3354278	0.519084		0.33096927	0.43859649122807015		0.5311203319502075									
"LIECHTENSTEIN"	1999	0.0625		0.05	0.09090909		0.083333336	0.75		0.75	0.0625		0.05	0.09090909		0.083333336	0.75		0.75									
"LITHUANIA"	1999	0.09615385		0.08196721	0.10344828		0.08695652	0.8846153846153846		0.9016393442622951	0.09615385		0.08196721	0.10344828		0.08695652	0.8846153846153846		0.9016393442622951									
"LUXEMBOURG"	1999	0.12403101	0.0	0.14506173	0.11111111	0.0	0.14285715	0.8604651162790697	1.0	0.7962962962962963	0.103174604	0.0	0.12893082	0.09677419	0.0	0.13333334	0.8809523809523809	1.0	0.8113207547169812									
"MACEDONIA"	1999			0.16666667			0.25			0.6666666666666666			0.16666667			0.25			0.6666666666666666									
"MALTA"	1999	0.25		0.11111111	0.33333334		0.15384616	0.5		0.8333333333333334	0.25		0.11111111	0.33333334		0.15384616	0.5		0.8333333333333334									
"NORWAY"	1999	0.0	0.0	0.1764706	0.0	0.0	0.22222222	1.0	1.0	0.7058823529411765	0.0	0.0	0.15384616	0.0	0.0	0.22727273	1.0	1.0	0.6923076923076923	0.0		0.25	0.0		0.2	1.0		0.75
"POLAND"	1999	0.1051051	0.11111111	0.0873277	0.13821138	0.16666667	0.0923361	0.8558558558558559	0.6666666666666666	0.9078947368421053	0.10606061	0.16666667	0.087574616	0.13934426	0.2	0.09259259	0.8545454545454545	0.5	0.9076343072573044	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"PORTUGAL"	1999	0.23840119	0.098958336	0.23789616	0.24788785	0.083333336	0.24432062	0.598056433672872	0.625	0.5977373454630278	0.23842911	0.098958336	0.23792392	0.24791889	0.083333336	0.24436551	0.5980093676814988	0.625	0.5976904234223726									
"ROMANIA"	1999	0.16666667		0.3552404	0.15384616		0.34334335	0.8333333333333334		0.5332252836304701	0.18181819		0.35639566	0.16666667		0.3440321	0.8181818181818182		0.5317073170731708									
"RUSSIA"	1999	0.35901827	0.16666667	0.34929973	0.4	0.14285715	0.39188135	0.4383561643835616	0.8333333333333334	0.44537815126050423	0.35901827	0.25	0.35047778	0.4	0.25	0.39280125	0.4383561643835616	0.75	0.44350758853288363									
"SLOVAKIA"	1999	0.09243698	0.17283951	0.12342704	0.11170213	0.18181819	0.13645224	0.8571428571428571	0.8148148148148148	0.7710843373493976	0.09243698	0.17283951	0.12342704	0.11170213	0.18181819	0.13645224	0.8571428571428571	0.8148148148148148	0.7710843373493976									
"SLOVENIA"	1999	0.14705883	0.18819214	0.17219344	0.1388889	0.17621145	0.16871166	0.8529411764705882	0.6162790697674418	0.7303370786516854	0.14705883	0.1933072	0.17423621	0.1388889	0.1797235	0.17088607	0.8529411764705882	0.6097560975609756	0.7298850574712644		0.083333336	0.083333336		0.1	0.1		0.75	0.75
"SPAIN"	1999	0.17981578	0.10757423	0.1884088	0.18597618	0.11527905	0.20077096	0.7556918598606924	0.8344186046511628	0.7289335746948449	0.17996325	0.10757423	0.18845104	0.18601339	0.11527905	0.2008134	0.7554046997389033	0.8344186046511628	0.7288535648981197	0.14772727		0.16799586	0.1754386		0.18087319	0.8181818181818182		0.7676056338028169
"SWEDEN"	1999	0.12944959	0.15671642	0.24934892	0.1352465	0.15492958	0.27099326	0.8637372732144224	0.835820895522388	0.6280011424923134	0.12952891	0.14615385	0.24942702	0.13533613	0.14492753	0.27107587	0.8636537725009575	0.8461538461538461	0.6279018945315783	0.0	0.5	0.104166664	0.0	0.5	0.12244898	1.0	0.5	0.8125
"SWITZERLAND"	1999	0.084718324		0.078363985	0.08293714		0.078918114	0.8132022471910112		0.8137566137566138	0.085076794		0.078780815	0.083244964		0.07932961	0.8124118476727785		0.8127659574468085	0.0		0.0	0.0		0.0	1.0		1.0
"TURKEY"	1999	0.10952381		0.13007638	0.0990099		0.15986395	0.8571428571428571		0.6981132075471698	0.10952381		0.13007638	0.0990099		0.15986395	0.8571428571428571		0.6981132075471698									
"UK"	1999	0.09992408	0.26796916	0.10337633	0.094930515	0.2552156	0.09620909	0.8757752254915527	0.715311004784689	0.8693708859142993	0.10001782	0.27275315	0.10348297	0.09504079	0.26172575	0.09637917	0.8757069975436166	0.7108580723871493	0.8693003464552282	0.031018518	0.027891157	0.028803717	0.037914693	0.036144577	0.03508772	0.9259259259259259	0.9387755102040817	0.9186991869918699
"UKRAINE"	1999	0.14814815	0.05263158	0.073529415	0.13333334	0.05263158	0.071428575	0.8518518518518519	0.9473684210526315	0.9264705882352942	0.14814815	0.05263158	0.073529415	0.13333334	0.05263158	0.071428575	0.8518518518518519	0.9473684210526315	0.9264705882352942									
"AUSTRIA"	2000	0.13138342	0.076576576	0.18184525	0.13621761	0.08229426	0.20890959	0.8341708542713567	0.8648648648648649	0.6652469683525584	0.1314778	0.078174606	0.18224542	0.13630518	0.08222812	0.21112949	0.834051724137931	0.8666666666666667	0.6654200059364797	0.0	0.048611112	0.06949946	0.0	0.083333336	0.06427221	1.0	0.8333333333333334	0.6166666666666667
